key	eco	name_fr	name_en
Nf3 d5 g3 c5 Bg2 Nc6	A08	Attaque indienne du roi : Variante française	King's Indian Attack: French Variation
Nf3 e5 Nxe5 Nc6 Nxc6 dxc6	A04	Ouverture Zukertort : The Walrus	Zukertort Opening: The Walrus
Nf3 f6 e4 Nh6 d4 Nf7	A04	Ouverture Zukertort : Défense Arctic, Variante Drunken cavalier	Zukertort Opening: Arctic Defense, Drunken Knight Variation
a4 b6 d4 d5 Nc3 Nd7	A00	Ouverture Ware : Gambit Cologne	Ware Opening: Cologne Gambit
b3 e5 Bb2 Nc6 c4 Nf6	A01	Attaque Nimzo-Larsen : Variante moderne	Nimzo-Larsen Attack: Modern Variation
b4 e6 Bb2 Nf6 b5 a6	A00	Ouverture polonaise (Orang-outan) : Défense aile dame	Polish Opening: Queenside Defense
b4 e6 Bb2 Nf6 b5 b6	A00	Ouverture polonaise (Orang-outan) : Variante Queen's indienne	Polish Opening: Queen's Indian Variation
c4 Nf6 Nc3 e6 Nf3 Bb4	A17	Ouverture anglaise : Défense Anglo-indienne, Nimzo-anglaise	English Opening: Anglo-Indian Defense, Nimzo-English
c4 Nf6 Nf3 d5 cxd5 Nxd5	A15	Ouverture anglaise : Défense Anglo-indienne, Défense scandinave, Variante échange	English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation
c4 Nf6 Nf3 g6 g3 c6	A15	Ouverture anglaise : Défense Anglo-indienne, Formation Slav	English Opening: Anglo-Indian Defense, Slav Formation
c4 Nf6 Nf3 g6 g3 d5	A15	Ouverture anglaise : Défense Anglo-indienne, Formation Grünfeld	English Opening: Anglo-Indian Defense, Grünfeld Formation
c4 c5 Nc3 Nf6 Nf3 e5	A35	Ouverture anglaise : Variante symétrique	English Opening: Symmetrical Variation
c4 c5 Nf3 Nf6 Nc3 Nc6	A35	Ouverture anglaise : Variante symétrique, Variante quatre cavaliers	English Opening: Symmetrical Variation, Four Knights Variation
c4 d5 cxd5 Qxd5 Nc3 Qa5	A10	Ouverture anglaise : Défense Anglo-scandinave, Variante Malvinas	English Opening: Anglo-Scandinavian Defense, Malvinas Variation
c4 e5 Nc3 Nf6 Nf3 Nc6	A28	Ouverture anglaise : Variante King's anglaise, Variante quatre cavaliers	English Opening: King's English Variation, Four Knights Variation
c4 e5 Nc3 Nf6 g3 Bb4	A22	Ouverture anglaise : Variante King's anglaise, Variante deux cavaliers, Système Smyslov	English Opening: King's English Variation, Two Knights Variation, Smyslov System
c4 e5 Nc3 Nf6 g3 c6	A23	Ouverture anglaise : Variante King's anglaise, Variante deux cavaliers, Variante Keres	English Opening: King's English Variation, Two Knights Variation, Keres Variation
c4 e5 Nc3 Nf6 g3 d5	A22	Ouverture anglaise : Variante King's anglaise, Variante deux cavaliers, inversée Dragon	English Opening: King's English Variation, Two Knights Variation, Reversed Dragon
c4 e5 Nc3 Nf6 g3 g6	A24	Ouverture anglaise : Variante King's anglaise, Variante deux cavaliers, fianchetto ligne	English Opening: King's English Variation, Two Knights Variation, Fianchetto Line
c4 e5 Nc3 d6 Nf3 Bg4	A21	Ouverture anglaise : Variante King's anglaise, Défense Smyslov	English Opening: King's English Variation, Smyslov Defense
c4 e5 Nc3 d6 g3 c6	A21	Ouverture anglaise : Variante King's anglaise, Défense Keres	English Opening: King's English Variation, Keres Defense
c4 e6 Nc3 Nf6 Nf3 b6	A17	Ouverture anglaise : Défense Anglo-indienne, Formation Queen's indienne	English Opening: Anglo-Indian Defense, Queen's Indian Formation
c4 e6 Nc3 Nf6 e4 Nc6	A18	Ouverture anglaise : Variante Mikenas-Carls	English Opening: Mikenas-Carls Variation
c4 e6 Nc3 Nf6 e4 c5	A19	Ouverture anglaise : Mikenas-Carls, Sicilian	English Opening: Mikenas-Carls, Sicilian
c4 e6 Nf3 Nf6 g3 a6	A15	Ouverture anglaise : Défense Anglo-indienne, Variante Romanishin	English Opening: Anglo-Indian Defense, Romanishin Variation
c4 e6 Nf3 d5 g3 Nf6	A13	Ouverture anglaise : Neo-Catalan	English Opening: Neo-Catalan
c4 e6 Nf3 d5 g3 c5	A13	Ouverture anglaise : Défense Agincourt, Défense Catalan	English Opening: Agincourt Defense, Catalan Defense
c4 e6 Nf3 d5 g3 c6	A13	Ouverture anglaise : Défense Agincourt, Défense Kurajica	English Opening: Agincourt Defense, Kurajica Defense
d4 Nc6 c4 e5 d5 Nce7	A40	Défense Mikenas : Variante Lithuanian	Mikenas Defense: Lithuanian Variation
d4 Nc6 c4 e5 d5 Nd4	A40	Défense Mikenas : Variante Cannstatter	Mikenas Defense: Cannstatter Variation
d4 Nf6 Bg5 Ne4 Bf4 g5	A45	Attaque Trompowsky : Variante Borg	Trompowsky Attack: Borg Variation
d4 Nf6 Nc3 d5 Bg5 Bf5	D01	Attaque Richter-Veresov	Richter-Veresov Attack
d4 Nf6 Nc3 d5 Bg5 Ne4	D01	Attaque Richter-Veresov : Défense Boyce	Richter-Veresov Attack: Boyce Defense
d4 Nf6 Nf3 b6 c3 e5	A47	Défense indienne : Gambit Schnepper	Indian Defense: Schnepper Gambit
d4 Nf6 Nf3 c5 d5 b5	A43	Défense indienne : Pseudo-Benko	Indian Defense: Pseudo-Benko
d4 Nf6 Nf3 c5 d5 c4	A43	Défense Benoni : Variante Hawk	Benoni Defense: Hawk Variation
d4 Nf6 Nf3 e6 Bg5 h6	A46	Attaque Torre : Défense classique, Variante Nimzowitsch	Torre Attack: Classical Defense, Nimzowitsch Variation
d4 Nf6 c4 c5 d5 Ne4	A56	Défense Vautour	Vulture Defense
d4 Nf6 c4 c5 d5 b5	A57	Gambit Benko	Benko Gambit
d4 Nf6 c4 c5 d5 d6	A56	Défense Benoni : Système Hromádka	Benoni Defense: Hromádka System
d4 Nf6 c4 c5 d5 e5	A56	Défense Benoni : Défense tchèque Benoni	Benoni Defense: Czech Benoni Defense
d4 Nf6 c4 c5 d5 e6	A60	Défense Benoni : Variante moderne	Benoni Defense: Modern Variation
d4 Nf6 c4 c5 dxc5 e6	A56	Défense Benoni : Variante Weenink	Benoni Defense: Weenink Variation
d4 Nf6 c4 d6 Nc3 Bf5	A53	Ancienne défense indienne : Variante Janowski	Old Indian Defense: Janowski Variation
d4 Nf6 c4 d6 Nc3 c6	A53	Ancienne défense indienne : Variante tchèque, avec Nc3	Old Indian Defense: Czech Variation, with Nc3
d4 Nf6 c4 d6 Nc3 e5	A54	Ancienne défense indienne : Variante Ukrainian	Old Indian Defense: Ukrainian Variation
d4 Nf6 c4 d6 Nf3 Bg4	A54	Ancienne défense indienne : Tartakower-indienne	Old Indian Defense: Tartakower-Indian
d4 Nf6 c4 d6 Nf3 c6	A53	Ancienne défense indienne : Variante tchèque, avec Nf3	Old Indian Defense: Czech Variation, with Nf3
d4 Nf6 c4 e5 dxe5 Ne4	A51	Défense indienne : Budapest gambit accepté, Défense Fajarowicz	Indian Defense: Budapest Gambit Accepted, Fajarowicz Defense
d4 Nf6 c4 e5 dxe5 Ng4	A52	Défense indienne : Budapest gambit accepté, ligne principale	Indian Defense: Budapest Gambit Accepted, Main Line
d4 Nf6 c4 e6 Nc3 Bb4	E20	Défense nimzo-indienne	Nimzo-Indian Defense
d4 Nf6 c4 e6 Nf3 Bb4	E11	Défense bogo-indienne	Bogo-Indian Defense
d4 Nf6 c4 e6 Nf3 Ne4	E10	Défense indienne : Döry indienne	Indian Defense: Döry Indian
d4 Nf6 c4 e6 Nf3 a6	E10	Défense indienne : Défense Dzindzi-indienne	Indian Defense: Dzindzi-Indian Defense
d4 Nf6 c4 e6 Nf3 b6	E12	Défense indienne de la dame	Queen's Indian Defense
d4 Nf6 c4 e6 g3 d5	E00	Ouverture catalane	Catalan Opening
d4 Nf6 c4 e6 g3 e5	E00	Ouverture catalane : Gambit hongroise	Catalan Opening: Hungarian Gambit
d4 Nf6 c4 g6 Nc3 d5	D80	Défense Grünfeld	Grünfeld Defense
d4 Nf6 c4 g6 Nf3 d5	D70	Défense néo-Grünfeld : avec Nf3	Neo-Grünfeld Defense: with Nf3
d4 Nf6 c4 g6 d5 b5	E60	Défense indienne : Anti-Grünfeld, Gambit Adorjan	Indian Defense: Anti-Grünfeld, Adorjan Gambit
d4 Nf6 c4 g6 f3 d5	D70	Défense néo-Grünfeld : Attaque Goglidze	Neo-Grünfeld Defense: Goglidze Attack
d4 Nf6 c4 g6 f3 e5	E60	Défense indienne : Anti-Grünfeld, Variante Alekhine, Gambit Leko	Indian Defense: Anti-Grünfeld, Alekhine Variation, Leko Gambit
d4 Nf6 c4 g6 g3 d5	D70	Défense néo-Grünfeld : avec g3	Neo-Grünfeld Defense: with g3
d4 b6 c4 Bb7 Nc3 e5	A40	Défense anglaise : Gambit Eastbourne	English Defense: Eastbourne Gambit
d4 c5 Nf3 cxd4 b4 e5	A43	Défense Benoni : Gambit Zilbermints-Benoni, Contre-gambit Tamarkin	Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit
d4 c5 d5 Nf6 Nc3 Qa5	A43	Défense Benoni : Woozle	Benoni Defense: Woozle
d4 c5 d5 d6 Nc3 g6	A43	Défense Benoni : ancienne Benoni, Variante Schmid	Benoni Defense: Old Benoni, Schmid Variation
d4 c5 d5 e5 e4 d6	A44	Défense Benoni : Semi-Benoni	Benoni Defense: Semi-Benoni
d4 c6 Nf3 Nf6 c4 b5	A40	Slave indienne : Gambit Kudischewitsch	Slav Indian: Kudischewitsch Gambit
d4 d5 Bf4 c5 e4 dxe4	D00	Partie du pion dame : Système Accelerated London, Contre-gambit Steinitz, Morris contre-gambit accepté	Queen's Pawn Game: Accelerated London System, Steinitz Countergambit, Morris Countergambit Accepted
d4 d5 Nc3 Nf6 Bf4 e6	D01	Système Rapport-Jobava	Rapport-Jobava System
d4 d5 Nc3 Nf6 Bf4 g6	D01	Système Rapport-Jobava	Rapport-Jobava System
d4 d5 Nf3 Nf6 Bg5 Ne4	D03	Partie du pion dame : Attaque Torre, Variante Gossip	Queen's Pawn Game: Torre Attack, Gossip Variation
d4 d5 Nf3 Nf6 Bg5 g6	D03	Partie du pion dame : Attaque Torre, Variante Grünfeld	Queen's Pawn Game: Torre Attack, Grünfeld Variation
d4 d5 Nf3 Nf6 c4 b5	D02	Partie du pion dame : Contre-gambit Zilbermints	Queen's Pawn Game: Zilbermints Countergambit
d4 d5 Nf3 Nf6 e3 Bf5	D04	Partie du pion dame : Système Colle, Anti-Colle	Queen's Pawn Game: Colle System, Anti-Colle
d4 d5 Nf3 Nf6 e3 e6	D05	Partie du pion dame : Système Colle	Queen's Pawn Game: Colle System
d4 d5 Nf3 e6 Bf4 Nf6	D02	Partie du pion dame : Système London, avec e6	Queen's Pawn Game: London System, with e6
d4 d5 c4 Nc6 Nc3 dxc4	D07	Gambit dame refusé : Défense Chigorin	Queen's Gambit Declined: Chigorin Defense
d4 d5 c4 Nc6 Nc3 e5	D07	Gambit dame refusé : Défense Chigorin, Gambit Tartakower	Queen's Gambit Declined: Chigorin Defense, Tartakower Gambit
d4 d5 c4 Nc6 Nf3 Bg4	D07	Gambit dame refusé : Défense Chigorin, ligne principale	Queen's Gambit Declined: Chigorin Defense, Main Line
d4 d5 c4 Nc6 Nf3 e5	D07	Gambit dame refusé : Défense Chigorin, Gambit Lazard	Queen's Gambit Declined: Chigorin Defense, Lazard Gambit
d4 d5 c4 Nc6 cxd5 Qxd5	D07	Gambit dame refusé : Défense Chigorin, Variante échange	Queen's Gambit Declined: Chigorin Defense, Exchange Variation
d4 d5 c4 Nf6 cxd5 c6	D06	Gambit dame refusé : Défense Marshall, Gambit Tan	Queen's Gambit Declined: Marshall Defense, Tan Gambit
d4 d5 c4 c5 cxd5 Nf6	D06	Gambit dame refusé : Défense autrichienne, Contre-gambit Gusev	Queen's Gambit Declined: Austrian Defense, Gusev Countergambit
d4 d5 c4 c5 dxc5 d4	D06	Gambit dame refusé : Attaque autrichienne, Contre-gambit Salvio	Queen's Gambit Declined: Austrian Attack, Salvio Countergambit
d4 d5 c4 c6 Nc3 dxc4	D10	Défense slave	Slav Defense
d4 d5 c4 c6 Nc3 e5	D10	Défense slave : Contre-gambit Winawer	Slav Defense: Winawer Countergambit
d4 d5 c4 dxc4 Nf3 Nd7	D21	Gambit dame accepté : Variante Godes	Queen's Gambit Accepted: Godes Variation
d4 d5 c4 dxc4 Nf3 Nf6	D23	Gambit dame accepté	Queen's Gambit Accepted
d4 d5 c4 dxc4 Nf3 a6	D22	Gambit dame accepté : Défense Alekhine	Queen's Gambit Accepted: Alekhine Defense
d4 d5 c4 dxc4 Nf3 b5	D21	Gambit dame accepté : Gambit Slav	Queen's Gambit Accepted: Slav Gambit
d4 d5 c4 dxc4 Nf3 c5	D21	Gambit dame accepté : Défense Gunsberg	Queen's Gambit Accepted: Gunsberg Defense
d4 d5 c4 dxc4 Nf3 e6	D21	Gambit dame accepté : Variante Rosenthal	Queen's Gambit Accepted: Rosenthal Variation
d4 d5 c4 dxc4 e4 Nc6	D20	Gambit dame accepté : Variante Central, Défense moderne	Queen's Gambit Accepted: Central Variation, Modern Defense
d4 d5 c4 dxc4 e4 Nf6	D20	Gambit dame accepté : Variante Central, Système Alekhine	Queen's Gambit Accepted: Central Variation, Alekhine System
d4 d5 c4 dxc4 e4 b5	D20	Gambit dame accepté : Variante Central, Variante Greco	Queen's Gambit Accepted: Central Variation, Greco Variation
d4 d5 c4 dxc4 e4 c5	D20	Gambit dame accepté : Variante Central, Défense Rubinstein	Queen's Gambit Accepted: Central Variation, Rubinstein Defense
d4 d5 c4 dxc4 e4 e5	D20	Gambit dame accepté : Variante Central, Défense McDonnell	Queen's Gambit Accepted: Central Variation, McDonnell Defense
d4 d5 c4 dxc4 e4 f5	D20	Gambit dame accepté : Défense Schwartz	Queen's Gambit Accepted: Schwartz Defense
d4 d5 c4 e6 Nc3 Be7	D31	Gambit dame refusé : Variante Charousek	Queen's Gambit Declined: Charousek Variation
d4 d5 c4 e6 Nc3 Nf6	D35	Gambit dame refusé : Défense Normal	Queen's Gambit Declined: Normal Defense
d4 d5 c4 e6 Nc3 a6	D31	Gambit dame refusé : Variante Janowski	Queen's Gambit Declined: Janowski Variation
d4 d5 c4 e6 Nc3 c5	D32	Défense Tarrasch	Tarrasch Defense
d4 d5 c4 e6 Nc3 c6	D31	Défense semi-slave : Accelerated Move Order	Semi-Slav Defense: Accelerated Move Order
d4 d5 c4 e6 Nf3 c5	D30	Gambit dame refusé : Défense Tarrasch, Pseudo-Tarrasch	Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch
d4 d5 e4 dxe4 Nc3 Bf5	D00	Gambit Blackmar-Diemer : Défense Zeller	Blackmar-Diemer Gambit: Zeller Defense
d4 d5 e4 dxe4 Nc3 Nf6	D00	Gambit Blackmar-Diemer	Blackmar-Diemer Gambit
d4 d5 e4 dxe4 Nc3 c5	D00	Gambit Blackmar-Diemer : Contre-gambit inversée Albin	Blackmar-Diemer Gambit: Reversed Albin Countergambit
d4 d5 e4 dxe4 Nc3 e5	D00	Gambit Blackmar-Diemer : Contre-gambit Lemberger	Blackmar-Diemer Gambit: Lemberger Countergambit
d4 d5 e4 dxe4 Nc3 f5	D00	Gambit Blackmar-Diemer : Variante Netherlands	Blackmar-Diemer Gambit: Netherlands Variation
d4 d6 c4 e5 dxe5 Be6	A41	Défense Rat : anglaise Rat, Gambit Pounds	Rat Defense: English Rat, Pounds Gambit
d4 d6 c4 e5 dxe5 Nc6	A41	Défense Rat : anglaise Rat, Gambit Lisbon	Rat Defense: English Rat, Lisbon Gambit
d4 e5 d5 Bc5 e4 Qh4	A40	Gambit Englund refusé : Contre-attaque Diemer	Englund Gambit Declined: Diemer Counterattack
d4 e5 dxe5 Nc6 Nf3 Bc5	A40	Gambit Englund : Gambit Felbecker	Englund Gambit: Felbecker Gambit
d4 e5 dxe5 Nc6 Nf3 Nge7	A40	Gambit Englund : Gambit Zilbermints	Englund Gambit: Zilbermints Gambit
d4 e5 dxe5 Nc6 Nf3 Qe7	A40	Gambit Englund : ligne principale	Englund Gambit: Main Line
d4 e5 dxe5 Nc6 Nf3 f6	A40	Gambit Englund : Soller gambit différé	Englund Gambit: Soller Gambit Deferred
d4 e6 c4 b6 Nc3 d5	D31	Gambit dame refusé : Variante Alapin	Queen's Gambit Declined: Alapin Variation
d4 f5 c4 Nf6 g3 g6	A86	Défense hollandaise : Variante Leningrad	Dutch Defense: Leningrad Variation
d4 f5 c4 g6 Nc3 Nh6	A84	Défense hollandaise : Variante Bladel	Dutch Defense: Bladel Variation
d4 f5 g3 Nf6 Bg2 g6	A81	Défense hollandaise : Variante Semi-Leningrad	Dutch Defense: Semi-Leningrad Variation
d4 g6 Nf3 Bg7 Nc3 d5	D00	Partie du pion dame : Variante Chigorin, Défense fianchetto	Queen's Pawn Game: Chigorin Variation, Fianchetto Defense
d4 g6 c4 Bg7 Nc3 d6	A41	Défense moderne	Modern Defense
d4 g6 c4 Bg7 e4 e5	A41	Défense moderne : Défense Neo-moderne	Modern Defense: Neo-Modern Defense
e4 Nc6 Nc3 Nf6 d4 e5	B00	Défense Nimzowitsch : Variante Breyer	Nimzowitsch Defense: Breyer Variation
e4 Nc6 Nf3 Nf6 e5 Ng4	B00	Défense Nimzowitsch : Défense El Columpio	Nimzowitsch Defense: El Columpio Defense
e4 Nc6 d4 d5 Nc3 Nf6	B00	Défense Nimzowitsch : Variante scandinave, Variante Bogoljubow, Variante Vehre	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Vehre Variation
e4 Nc6 d4 d5 Nc3 a6	B00	Défense Nimzowitsch : Variante scandinave, Variante Bogoljubow, Gambit Brandics	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Brandics Gambit
e4 Nc6 d4 d5 Nc3 dxe4	B00	Défense Nimzowitsch : Variante scandinave, Variante Bogoljubow	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation
e4 Nc6 d4 d5 Nc3 e5	B00	Défense Nimzowitsch : Variante scandinave, Variante Bogoljubow, Gambit Heinola-Deppe	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Heinola-Deppe Gambit
e4 Nc6 d4 d5 Nc3 g6	B00	Défense Nimzowitsch : Variante scandinave, Variante Bogoljubow, Gambit Erben	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Erben Gambit
e4 Nc6 d4 d5 exd5 Nb4	B00	Défense Nimzowitsch : Variante scandinave, Gambit Aachen	Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit
e4 Nc6 d4 d5 exd5 Qxd5	B00	Défense Nimzowitsch : Variante scandinave, Variante échange	Nimzowitsch Defense: Scandinavian Variation, Exchange Variation
e4 Nc6 d4 e5 dxe5 Bc5	B00	Défense Nimzowitsch : Variante Kennedy, Gambit Bielefelder	Nimzowitsch Defense: Kennedy Variation, Bielefelder Gambit
e4 Nc6 d4 e5 dxe5 Qh4	B00	Défense Nimzowitsch : Variante Kennedy, Gambit Herford	Nimzowitsch Defense: Kennedy Variation, Herford Gambit
e4 Nc6 d4 e5 dxe5 d6	B00	Défense Nimzowitsch : Variante Kennedy, Gambit de Smet	Nimzowitsch Defense: Kennedy Variation, de Smet Gambit
e4 Nc6 d4 e5 dxe5 f6	B00	Défense Nimzowitsch : Variante Kennedy, Gambit Hammer	Nimzowitsch Defense: Kennedy Variation, Hammer Gambit
e4 Nf6 Nc3 d5 exd5 c6	B02	Défense Alekhine : Variante scandinave, Gambit Geschev	Alekhine Defense: Scandinavian Variation, Geschev Gambit
e4 Nf6 e5 Nd5 c4 Nf4	B02	Défense Alekhine : The Squirrel	Alekhine Defense: The Squirrel
e4 Nf6 e5 Nd5 d4 b5	B03	Défense Alekhine : Gambit O'Sullivan	Alekhine Defense: O'Sullivan Gambit
e4 Nf6 e5 Nd5 d4 d6	B03	Défense Alekhine	Alekhine Defense
e4 Nf6 e5 Ne4 d4 e6	B02	Défense Alekhine : Mokele Mbembe, Défense Vavra	Alekhine Defense: Mokele Mbembe, Vavra Defense
e4 Nf6 e5 Ne4 d4 f6	B02	Défense Alekhine : Mokele Mbembe, moderne ligne	Alekhine Defense: Mokele Mbembe, Modern Line
e4 Nf6 e5 Ng8 d4 f5	B02	Défense Alekhine : Variante Brooklyn, Variante Everglades	Alekhine Defense: Brooklyn Variation, Everglades Variation
e4 Nh6 d4 g6 c4 f6	B00	Défense hippopotame	Hippopotamus Defense
e4 b6 d4 Bb7 f3 e5	B00	Défense Owen : Gambit Wind	Owen Defense: Wind Gambit
e4 b6 d4 c5 dxc5 Nc6	B00	Défense Owen : Gambit Hekili-Loa	Owen Defense: Hekili-Loa Gambit
e4 c5 Nc3 Nc6 g3 g6	B24	Défense sicilienne : Closed	Sicilian Defense: Closed
e4 c5 Nc3 e6 g3 d5	B23	Défense sicilienne : Closed, Défense Korchnoi	Sicilian Defense: Closed, Korchnoi Defense
e4 c5 Nf3 Nc6 Bb5 Nb8	B30	Défense sicilienne : Attaque Nyezhmetdinov-Rossolimo, Défense Brooklyn Retreat	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Brooklyn Retreat Defense
e4 c5 Nf3 Nc6 Bb5 g6	B31	Défense sicilienne : Attaque Nyezhmetdinov-Rossolimo, Variante fianchetto	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation
e4 c5 Nf3 Nc6 Nc3 e5	B30	Défense sicilienne : Closed, Variante Anti-Sveshnikov	Sicilian Defense: Closed, Anti-Sveshnikov Variation
e4 c5 Nf3 Nc6 d4 cxd4	B32	Défense sicilienne : Open	Sicilian Defense: Open
e4 c5 Nf3 Nc6 d4 e6	B32	Défense sicilienne : Variante Franco-Sicilian	Sicilian Defense: Franco-Sicilian Variation
e4 c5 Nf3 a6 c3 Nf6	B28	Défense sicilienne : Variante O'Kelly, Système Venice, Barcza ligne	Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line
e4 c5 Nf3 a6 c3 b5	B28	Défense sicilienne : Variante O'Kelly, Système Venice, Ljubojevic ligne	Sicilian Defense: O'Kelly Variation, Venice System, Ljubojevic Line
e4 c5 Nf3 a6 c3 d6	B28	Défense sicilienne : Variante O'Kelly, Système Venice, Steiner ligne	Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line
e4 c5 Nf3 a6 c4 d6	B28	Défense sicilienne : Variante O'Kelly, Maróczy Bind, Robatsch ligne	Sicilian Defense: O'Kelly Variation, Maróczy Bind, Robatsch Line
e4 c5 Nf3 a6 c4 e6	B28	Défense sicilienne : Variante O'Kelly, Maróczy Bind, Paulsen ligne	Sicilian Defense: O'Kelly Variation, Maróczy Bind, Paulsen Line
e4 c5 Nf3 d6 Bb5 Bd7	B52	Défense sicilienne : Variante Moscow, ligne principale	Sicilian Defense: Moscow Variation, Main Line
e4 c5 Nf3 d6 d4 Nf6	B50	Défense sicilienne : Variantes moderne, Anti-Qxd4 Move Order	Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order
e4 c5 Nf3 d6 d4 cxd4	B50	Défense sicilienne	Sicilian Defense
e4 c5 Nf3 d6 g3 b5	B50	Défense sicilienne : Gambit Kotov	Sicilian Defense: Kotov Gambit
e4 c5 Nf3 e6 d4 a6	B40	Défense sicilienne : Variante Drazic	Sicilian Defense: Drazic Variation
e4 c5 Nf3 e6 d4 cxd4	B40	Défense sicilienne : Variante française, Open	Sicilian Defense: French Variation, Open
e4 c5 Nf3 e6 d4 d5	B40	Défense sicilienne : Contre-attaque Marshall	Sicilian Defense: Marshall Counterattack
e4 c5 Nf3 f5 exf5 Nh6	B27	Défense sicilienne : Gambit Double-hollandaise	Sicilian Defense: Double-Dutch Gambit
e4 c5 Nf3 g6 c4 Bh6	B27	Défense sicilienne : Acton Extension	Sicilian Defense: Acton Extension
e4 c5 Nf3 g6 d4 Bg7	B27	Défense sicilienne : Hyperaccelerated Pterodactyl	Sicilian Defense: Hyperaccelerated Pterodactyl
e4 c5 Nf3 g6 d4 f5	B27	Défense sicilienne : Variante Frederico	Sicilian Defense: Frederico Variation
e4 c5 b4 cxb4 a3 bxa3	B20	Défense sicilienne : Gambit aile, Variante Carlsbad	Sicilian Defense: Wing Gambit, Carlsbad Variation
e4 c5 c3 d5 exd5 Nf6	B22	Défense sicilienne : Variante Alapin, Gambit Anti-Alapin	Sicilian Defense: Alapin Variation, Anti-Alapin Gambit
e4 c5 c3 d5 exd5 Qxd5	B22	Défense sicilienne : Variante Alapin, Défense Barmen	Sicilian Defense: Alapin Variation, Barmen Defense
e4 c5 d4 cxd4 c3 Nf6	B21	Défense sicilienne : Smith-Morra gambit refusé, Formation Alapin	Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation
e4 c5 d4 cxd4 c3 Qa5	B21	Défense sicilienne : Smith-Morra gambit refusé, Formation aile	Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation
e4 c5 d4 cxd4 c3 d3	B21	Défense sicilienne : Smith-Morra gambit refusé, Variante Push	Sicilian Defense: Smith-Morra Gambit Declined, Push Variation
e4 c5 d4 cxd4 c3 d5	B21	Défense sicilienne : Smith-Morra gambit refusé, Formation scandinave	Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation
e4 c5 d4 cxd4 c3 dxc3	B21	Défense sicilienne : Smith-Morra gambit accepté	Sicilian Defense: Smith-Morra Gambit Accepted
e4 c5 d4 cxd4 c3 e5	B21	Défense sicilienne : Smith-Morra gambit refusé, Formation centre	Sicilian Defense: Smith-Morra Gambit Declined, Center Formation
e4 c5 f4 d5 Nf3 dxe4	B21	Ouverture de l'oiseau (Bird) : Variante hollandaise, Gambit Batavo	Bird Opening: Dutch Variation, Batavo Gambit
e4 c5 f4 d5 exd5 Nf6	B21	Défense sicilienne : Attaque McDonnell, Gambit Tal	Sicilian Defense: McDonnell Attack, Tal Gambit
e4 c6 Nc3 d5 Nf3 Bg4	B11	Défense Caro-Kann : Attaque deux cavaliers, Variante Mindeno	Caro-Kann Defense: Two Knights Attack, Mindeno Variation
e4 c6 c4 d5 exd5 Qxd5	B10	Défense Caro-Kann : Attaque Accelerated Panov, Pseudo-scandinave	Caro-Kann Defense: Accelerated Panov Attack, Pseudo-Scandinavian
